other_index,filename,source,x,y,w,h,tile_r0,tile_c0,tile_r1,tile_c1,area_px,direction,category,weights
168,other_0168.png,tloz4_1e.png,576,1132,16,10,70,36,71,36,160,,enemy,0.35
169,other_0169.png,tloz4_1e.png,128,426,16,6,26,8,26,8,96,,,
169,other_0169.png,tloz4_1e.png,576,1146,16,6,71,36,71,36,96,,,
170,other_0170.png,tloz4_1e.png,144,446,16,13,27,9,28,9,208,,enemy,0.35
171,other_0171.png,tloz4_1e.png,396,452,3,7,28,24,28,24,21,,,
172,other_0172.png,tloz4_1e.png,400,454,4,5,28,25,28,25,20,,,
173,other_0173.png,tloz4_1e.png,144,460,16,4,28,9,28,9,64,,,
174,other_0174.png,tloz4_1e.png,596,568,8,5,35,37,35,37,40,,enemy,0.35
174,other_0174.png,tloz4_1e.png,724,617,8,5,38,45,38,45,40,,enemy,0.35
174,other_0174.png,tloz4_1e.png,133,736,8,5,46,8,46,8,40,,enemy,0.35
174,other_0174.png,tloz4_1e.png,148,754,8,5,47,9,47,9,40,,enemy,0.35
174,other_0174.png,tloz4_1e.png,180,770,8,5,48,11,48,11,40,,enemy,0.35
175,other_0175.png,tloz4_1e.png,651,591,16,13,36,40,37,41,208,,enemy,0.35
176,other_0176.png,tloz4_1e.png,160,624,16,11,39,10,39,10,176,,enemy,0.35
177,other_0177.png,tloz4_1e.png,428,624,16,17,39,26,40,27,272,,,
178,other_0178.png,tloz4_1e.png,160,639,16,1,39,10,39,10,16,,,
179,other_0179.png,tloz4_1e.png,592,640,16,17,40,37,41,37,272,,enemy,0.35
180,other_0180.png,tloz4_1e.png,108,768,8,5,48,6,48,7,40,,enemy,0.35
181,other_0181.png,tloz4_1e.png,128,814,8,2,50,8,50,8,16,,enemy,0.35
182,other_0182.png,tloz4_1e.png,628,1077,12,17,67,39,68,39,204,,enemy,0.35
0,other_0000.png,tloz4_2e.png,32,718,16,16,44,2,45,2,256,,trap,0.1
0,other_0000.png,tloz4_2e.png,208,718,16,16,44,13,45,13,256,,trap,0.1
0,other_0000.png,tloz4_2e.png,32,814,16,16,50,2,51,2,256,,trap,0.1
0,other_0000.png,tloz4_2e.png,208,814,16,16,50,13,51,13,256,,trap,0.1
4,other_0004.png,tloz4_2e.png,629,145,6,6,15,39,15,39,36,,,
4,other_0004.png,tloz4_2e.png,821,321,6,6,26,51,26,51,36,,,
4,other_0004.png,tloz4_2e.png,389,497,6,6,37,24,37,24,36,,,
4,other_0004.png,tloz4_2e.png,565,1025,6,6,70,35,70,35,36,,,
7,other_0007.png,tloz4_2e.png,816,31,16,1,11,51,11,51,16,,,
7,other_0007.png,tloz4_2e.png,816,47,16,1,12,51,12,51,16,,,
7,other_0007.png,tloz4_2e.png,816,63,16,1,13,51,13,51,16,,,
7,other_0007.png,tloz4_2e.png,816,79,16,1,14,51,14,51,16,,,
7,other_0007.png,tloz4_2e.png,816,95,16,1,15,51,15,51,16,,,
7,other_0007.png,tloz4_2e.png,816,111,16,1,16,51,16,51,16,,,
7,other_0007.png,tloz4_2e.png,944,111,16,1,16,59,16,59,16,,,
7,other_0007.png,tloz4_2e.png,944,127,16,1,17,59,17,59,16,,,
7,other_0007.png,tloz4_2e.png,816,143,16,1,18,51,18,51,16,,,
7,other_0007.png,tloz4_2e.png,944,143,16,1,18,59,18,59,16,,,
7,other_0007.png,tloz4_2e.png,816,1263,16,1,88,51,88,51,16,,,
7,other_0007.png,tloz4_2e.png,816,1279,16,1,89,51,89,51,16,,,
7,other_0007.png,tloz4_2e.png,816,1295,16,1,90,51,90,51,16,,,
7,other_0007.png,tloz4_2e.png,816,1311,16,1,91,51,91,51,16,,,
7,other_0007.png,tloz4_2e.png,816,1327,16,1,92,51,92,51,16,,,
7,other_0007.png,tloz4_2e.png,816,1343,16,1,93,51,93,51,16,,,
7,other_0007.png,tloz4_2e.png,944,1343,16,1,93,59,93,59,16,,,
7,other_0007.png,tloz4_2e.png,816,1359,16,1,94,51,94,51,16,,,
7,other_0007.png,tloz4_2e.png,944,1359,16,1,94,59,94,59,16,,,
7,other_0007.png,tloz4_2e.png,816,1375,16,1,95,51,95,51,16,,,
7,other_0007.png,tloz4_2e.png,944,1375,16,1,95,59,95,59,16,,,
8,other_0008.png,tloz4_2e.png,591,347,8,10,25,36,26,37,80,,,
8,other_0008.png,tloz4_2e.png,702,484,8,10,34,43,34,44,80,,,
8,other_0008.png,tloz4_2e.png,900,696,8,10,47,56,47,56,80,,,
8,other_0008.png,tloz4_2e.png,407,1033,8,10,68,25,68,25,80,,,
8,other_0008.png,tloz4_2e.png,407,1048,8,10,69,25,69,25,80,,,
8,other_0008.png,tloz4_2e.png,407,1063,8,10,70,25,70,25,80,,,
12,other_0012.png,tloz4_2e.png,961,1093,13,13,70,60,70,60,169,,,
13,other_0013.png,tloz4_2e.png,891,891,10,10,59,55,60,56,100,,,
14,other_0014.png,tloz4_2e.png,816,159,16,5,16,51,17,51,80,,,
14,other_0014.png,tloz4_2e.png,944,159,16,5,16,59,17,59,80,,,
14,other_0014.png,tloz4_2e.png,944,175,16,5,17,59,18,59,80,,,
14,other_0014.png,tloz4_2e.png,944,1391,16,5,93,59,94,59,80,,,
14,other_0014.png,tloz4_2e.png,816,1407,16,5,94,51,95,51,80,,,
14,other_0014.png,tloz4_2e.png,944,1407,16,5,94,59,95,59,80,,,
15,other_0015.png,tloz4_2e.png,944,149,16,3,17,59,17,59,48,,,
15,other_0015.png,tloz4_2e.png,816,165,16,3,18,51,18,51,48,,,
15,other_0015.png,tloz4_2e.png,944,165,16,3,18,59,18,59,48,,,
15,other_0015.png,tloz4_2e.png,816,1381,16,3,94,51,94,51,48,,,
15,other_0015.png,tloz4_2e.png,944,1381,16,3,94,59,94,59,48,,,
15,other_0015.png,tloz4_2e.png,816,1397,16,3,95,51,95,51,48,,,
15,other_0015.png,tloz4_2e.png,944,1397,16,3,95,59,95,59,48,,,
20,other_0020.png,tloz4_2e.png,644,417,8,16,26,40,27,40,128,,item,0.5
25,other_0025.png,tloz4_2e.png,452,417,8,16,26,28,27,28,128,,,
25,other_0025.png,tloz4_2e.png,388,769,8,16,48,24,49,24,128,,,
25,other_0025.png,tloz4_2e.png,132,945,8,16,59,8,60,8,128,,,
25,other_0025.png,tloz4_2e.png,132,1473,8,16,92,8,93,8,128,,,
31,other_0031.png,tloz4_2e.png,299,296,16,8,23,18,23,19,128,,enemy,0.3
31,other_0031.png,tloz4_2e.png,330,299,16,8,23,20,24,21,128,,enemy,0.3
31,other_0031.png,tloz4_2e.png,427,306,16,8,24,26,24,27,128,,enemy,0.3
31,other_0031.png,tloz4_2e.png,290,325,16,8,25,18,25,19,128,,enemy,0.3
31,other_0031.png,tloz4_2e.png,316,360,16,8,27,19,27,20,128,,enemy,0.3
31,other_0031.png,tloz4_2e.png,335,380,16,8,28,20,29,21,128,,enemy,0.3
31,other_0031.png,tloz4_2e.png,371,661,16,8,46,23,46,24,128,,enemy,0.3
31,other_0031.png,tloz4_2e.png,372,706,16,8,49,23,49,24,128,,enemy,0.3
31,other_0031.png,tloz4_2e.png,592,995,16,8,67,37,67,37,128,,enemy,0.3
31,other_0031.png,tloz4_2e.png,591,1090,16,8,73,36,73,37,128,,enemy,0.3
31,other_0031.png,tloz4_2e.png,69,1394,16,8,92,4,92,5,128,,enemy,0.3
31,other_0031.png,tloz4_2e.png,160,1407,16,8,92,10,93,10,128,,enemy,0.3
31,other_0031.png,tloz4_2e.png,117,1415,16,8,93,7,93,8,128,,enemy,0.3
32,other_0032.png,tloz4_2e.png,445,321,10,10,23,27,24,28,100,,enemy,0.3
32,other_0032.png,tloz4_2e.png,421,361,10,10,26,26,26,26,100,,enemy,0.3
33,other_0033.png,tloz4_2e.png,130,1259,11,12,81,8,81,8,132,,item,0.5
37,other_0037.png,tloz4_2e.png,721,251,14,16,15,45,16,45,224,,enemy,0.3
37,other_0037.png,tloz4_2e.png,594,270,14,16,16,37,17,37,224,,enemy,0.3
37,other_0037.png,tloz4_2e.png,186,462,14,16,28,11,29,12,224,,enemy,0.3
37,other_0037.png,tloz4_2e.png,673,1289,14,16,80,42,81,42,224,,enemy,0.3
37,other_0037.png,tloz4_2e.png,590,1310,14,16,81,36,82,37,224,,enemy,0.3
37,other_0037.png,tloz4_2e.png,657,1325,14,16,82,41,83,41,224,,enemy,0.3
39,other_0039.png,tloz4_2e.png,579,190,14,16,11,36,12,37,224,,enemy,0.3
39,other_0039.png,tloz4_2e.png,161,1166,14,16,72,10,73,10,224,,enemy,0.3
39,other_0039.png,tloz4_2e.png,607,1262,14,16,78,37,79,38,224,,enemy,0.3
39,other_0039.png,tloz4_2e.png,613,1278,14,16,79,38,80,39,224,,enemy,0.3
48,other_0048.png,tloz4_2e.png,132,573,8,14,37,8,37,8,112,,,
48,other_0048.png,tloz4_2e.png,388,925,8,14,59,24,59,24,112,,,
79,other_0079.png,tloz4_2e.png,921,398,16,16,24,57,25,58,256,,enemy,0.35
79,other_0079.png,tloz4_2e.png,402,894,16,16,55,25,56,26,256,,enemy,0.35
81,other_0081.png,tloz4_2e.png,289,929,15,16,58,18,59,18,240,,enemy,0.35
81,other_0081.png,tloz4_2e.png,369,943,15,16,58,23,59,23,240,,enemy,0.35
81,other_0081.png,tloz4_2e.png,417,976,15,16,61,26,61,26,240,,enemy,0.35
84,other_0084.png,tloz4_2e.png,124,328,11,16,20,7,21,8,176,,,
84,other_0084.png,tloz4_2e.png,892,856,11,16,53,55,54,56,176,,,
85,other_0085.png,tloz4_2e.png,339,718,16,16,44,21,45,22,256,,enemy,0.35
85,other_0085.png,tloz4_2e.png,338,782,16,16,48,21,49,22,256,,enemy,0.35
86,other_0086.png,tloz4_2e.png,724,1002,7,7,68,45,68,45,49,,,
87,other_0087.png,tloz4_2e.png,761,896,13,11,59,47,59,48,143,left,,
88,other_0088.png,tloz4_2e.png,724,122,7,7,13,45,13,45,49,,,
88,other_0088.png,tloz4_2e.png,964,1210,7,7,81,60,81,60,49,,,
89,other_0089.png,tloz4_2e.png,720,1113,16,16,69,45,70,45,256,,enemy,0.35
89,other_0089.png,tloz4_2e.png,666,1134,16,16,70,41,71,42,256,,enemy,0.35
90,other_0090.png,tloz4_2e.png,316,910,16,16,56,19,57,20,256,,enemy,0.35
92,other_0092.png,tloz4_2e.png,864,422,15,16,26,54,27,54,240,,enemy,0.35
92,other_0092.png,tloz4_2e.png,816,739,15,16,46,51,47,51,240,,enemy,0.35
92,other_0092.png,tloz4_2e.png,960,739,15,16,46,60,47,60,240,,enemy,0.35
92,other_0092.png,tloz4_2e.png,208,1158,15,16,72,13,73,13,240,,enemy,0.35
113,other_0113.png,tloz4_2e.png,35,1285,16,15,80,2,81,3,240,,enemy,0.35
114,other_0114.png,tloz4_2e.png,96,378,15,16,23,6,24,6,240,,enemy,0.35
114,other_0114.png,tloz4_2e.png,48,1324,15,16,82,3,83,3,240,,enemy,0.35
183,other_0183.png,tloz4_2e.png,768,1616,256,160,11,48,20,63,40960,,,
184,other_0184.png,tloz4_2e.png,248,192,16,11,15,15,15,16,176,,,
184,other_0184.png,tloz4_2e.png,248,368,16,11,26,15,26,16,176,,,
184,other_0184.png,tloz4_2e.png,504,896,16,11,59,31,59,32,176,,,
185,other_0185.png,tloz4_2e.png,893,193,6,8,17,55,17,56,48,,,
186,other_0186.png,tloz4_2e.png,816,247,22,13,17,51,18,52,286,,,
187,other_0187.png,tloz4_2e.png,376,195,5,4,19,23,19,23,20,,,
187,other_0187.png,tloz4_2e.png,120,371,5,4,30,7,30,7,20,,,
188,other_0188.png,tloz4_2e.png,387,205,5,5,19,24,19,24,25,,,
188,other_0188.png,tloz4_2e.png,131,381,5,5,30,8,30,8,25,,,
189,other_0189.png,tloz4_2e.png,376,242,5,5,22,23,22,23,25,,,
189,other_0189.png,tloz4_2e.png,120,418,5,5,33,7,33,7,25,,,
190,other_0190.png,tloz4_2e.png,387,233,5,4,22,24,22,24,20,,,
190,other_0190.png,tloz4_2e.png,131,409,5,4,33,8,33,8,20,,,
191,other_0191.png,tloz4_2e.png,68,357,16,15,22,4,23,5,240,,enemy,0.35
191,other_0191.png,tloz4_2e.png,650,357,16,15,22,40,23,41,240,,enemy,0.35
192,other_0192.png,tloz4_2e.png,157,366,14,16,22,9,23,10,224,,enemy,0.3
192,other_0192.png,tloz4_2e.png,177,408,14,16,25,11,26,11,224,,enemy,0.3
192,other_0192.png,tloz4_2e.png,145,1136,14,16,71,9,71,9,224,,enemy,0.3
192,other_0192.png,tloz4_2e.png,843,1294,14,16,80,52,81,53,224,,enemy,0.3
192,other_0192.png,tloz4_2e.png,893,1310,14,16,81,55,82,56,224,,enemy,0.3
192,other_0192.png,tloz4_2e.png,577,1438,14,16,89,36,90,36,224,,enemy,0.3
192,other_0192.png,tloz4_2e.png,655,1470,14,16,91,40,92,41,224,,enemy,0.3
192,other_0192.png,tloz4_2e.png,721,1516,14,16,94,45,95,45,224,,enemy,0.3
193,other_0193.png,tloz4_2e.png,869,366,16,16,22,54,23,55,256,,enemy,0.35
193,other_0193.png,tloz4_2e.png,54,974,16,16,60,3,61,4,256,,enemy,0.35
194,other_0194.png,tloz4_2e.png,956,366,16,16,22,59,23,60,256,,enemy,0.35
194,other_0194.png,tloz4_2e.png,153,990,16,16,61,9,62,10,256,,enemy,0.35
194,other_0194.png,tloz4_2e.png,150,1070,16,16,66,9,67,10,256,,enemy,0.35
195,other_0195.png,tloz4_2e.png,128,376,15,16,23,8,24,8,240,,enemy,0.35
195,other_0195.png,tloz4_2e.png,160,1337,15,16,83,10,84,10,240,,enemy,0.35
196,other_0196.png,tloz4_2e.png,980,298,7,7,24,61,24,61,49,,,
197,other_0197.png,tloz4_2e.png,689,393,15,16,24,43,25,43,240,,enemy,0.35
197,other_0197.png,tloz4_2e.png,721,408,15,16,25,45,26,45,240,,enemy,0.35
198,other_0198.png,tloz4_2e.png,156,398,14,16,24,9,25,10,224,,enemy,0.35
199,other_0199.png,tloz4_2e.png,869,391,16,15,25,54,25,55,240,,enemy,0.35
199,other_0199.png,tloz4_2e.png,928,450,16,15,28,58,29,58,240,,enemy,0.35
199,other_0199.png,tloz4_2e.png,678,1079,16,15,68,42,68,43,240,,enemy,0.35
199,other_0199.png,tloz4_2e.png,160,1234,16,15,77,10,78,10,240,,enemy,0.35
200,other_0200.png,tloz4_2e.png,677,405,16,15,25,42,26,43,240,,enemy,0.35
200,other_0200.png,tloz4_2e.png,692,437,16,15,27,43,28,44,240,,enemy,0.35
200,other_0200.png,tloz4_2e.png,631,453,16,15,28,39,29,40,240,,enemy,0.35
200,other_0200.png,tloz4_2e.png,44,1253,16,15,78,2,79,3,240,,enemy,0.35
201,other_0201.png,tloz4_2e.png,763,359,10,10,26,47,26,48,100,left,,
202,other_0202.png,tloz4_2e.png,165,421,16,15,26,10,27,11,240,,,
203,other_0203.png,tloz4_2e.png,847,553,28,17,33,52,34,54,476,,boss,0.9
204,other_0204.png,tloz4_2e.png,933,553,28,17,33,58,34,60,476,,boss,0.9
205,other_0205.png,tloz4_2e.png,821,501,8,10,35,51,35,51,80,,,
205,other_0205.png,tloz4_2e.png,811,1025,8,10,67,50,68,51,80,,,
205,other_0205.png,tloz4_2e.png,965,1108,8,10,73,60,73,60,80,,,
205,other_0205.png,tloz4_2e.png,376,1255,8,10,82,23,82,23,80,,,
206,other_0206.png,tloz4_2e.png,112,594,16,18,35,7,36,7,288,,enemy,0.35
206,other_0206.png,tloz4_2e.png,192,610,16,18,36,12,37,12,288,,enemy,0.35
206,other_0206.png,tloz4_2e.png,80,626,16,18,37,5,38,5,288,,enemy,0.35
206,other_0206.png,tloz4_2e.png,160,626,16,18,37,10,38,10,288,,enemy,0.35
207,other_0207.png,tloz4_2e.png,612,601,28,17,36,38,37,39,476,,boss,0.9
207,other_0207.png,tloz4_2e.png,900,601,28,17,36,56,37,57,476,,boss,0.9
208,other_0208.png,tloz4_2e.png,48,602,16,17,37,3,38,3,272,,,
209,other_0209.png,tloz4_2e.png,144,736,16,16,46,9,46,9,256,,enemy,0.35
209,other_0209.png,tloz4_2e.png,144,1440,16,16,90,9,90,9,256,,enemy,0.35
209,other_0209.png,tloz4_2e.png,96,1472,16,16,92,6,92,6,256,,enemy,0.35
210,other_0210.png,tloz4_2e.png,447,650,4,6,46,27,47,28,24,,,
211,other_0211.png,tloz4_2e.png,432,940,32,35,46,27,49,28,1120,,enemy,0.35
212,other_0212.png,tloz4_2e.png,447,722,13,13,47,27,47,28,169,,,
213,other_0213.png,tloz4_2e.png,442,715,6,10,48,27,49,27,60,,enemy,0.35
214,other_0214.png,tloz4_2e.png,922,782,16,16,48,57,49,58,256,,enemy,0.35
215,other_0215.png,tloz4_2e.png,113,784,14,14,50,7,51,7,196,,enemy,0.35
216,other_0216.png,tloz4_2e.png,124,799,10,10,53,7,54,8,100,up,,
217,other_0217.png,tloz4_2e.png,160,902,15,16,56,10,57,10,240,,enemy,0.35
217,other_0217.png,tloz4_2e.png,48,916,15,16,57,3,58,3,240,,enemy,0.35
218,other_0218.png,tloz4_2e.png,33,934,15,16,58,2,59,2,240,,enemy,0.35
218,other_0218.png,tloz4_2e.png,113,948,15,16,59,7,60,7,240,,enemy,0.35
218,other_0218.png,tloz4_2e.png,209,1104,15,16,69,13,69,13,240,,enemy,0.35
219,other_0219.png,tloz4_2e.png,636,1003,11,13,64,39,65,40,143,up,,
220,other_0220.png,tloz4_2e.png,192,1070,14,16,66,12,67,12,224,,enemy,0.3
220,other_0220.png,tloz4_2e.png,84,1102,14,16,68,5,69,6,224,,enemy,0.3
220,other_0220.png,tloz4_2e.png,865,1331,14,16,83,54,84,54,224,,enemy,0.3
220,other_0220.png,tloz4_2e.png,721,1469,14,16,91,45,92,45,224,,enemy,0.3
220,other_0220.png,tloz4_2e.png,608,1502,14,16,93,38,94,38,224,,enemy,0.3
221,other_0221.png,tloz4_2e.png,643,1096,16,16,68,40,69,41,256,,enemy,0.35
221,other_0221.png,tloz4_2e.png,114,1275,16,16,79,7,80,8,256,,enemy,0.35
222,other_0222.png,tloz4_2e.png,436,1265,24,32,69,27,71,28,768,,boss,0.9
223,other_0223.png,tloz4_2e.png,105,1134,16,16,70,6,71,7,256,,enemy,0.35
224,other_0224.png,tloz4_2e.png,932,1314,28,34,70,58,72,59,952,,boss,0.9
225,other_0225.png,tloz4_2e.png,310,1436,28,32,79,19,81,21,896,,boss,0.9
226,other_0226.png,tloz4_2e.png,768,2848,256,160,88,48,97,63,40960,,,
227,other_0227.png,tloz4_2e.png,101,1422,14,16,88,6,89,7,224,,enemy,0.35
227,other_0227.png,tloz4_2e.png,75,1518,14,16,94,4,95,5,224,,enemy,0.35
228,other_0228.png,tloz4_2e.png,38,1454,14,16,90,2,91,3,224,,enemy,0.35
229,other_0229.png,tloz4_2e.png,901,1344,6,3,92,56,92,56,18,,item,0.5
230,other_0230.png,tloz4_2e.png,816,1391,16,5,93,51,94,51,80,,,
4,other_0004.png,tloz5_1e.png,373,85,6,6,5,23,5,23,36,,,
4,other_0004.png,tloz5_1e.png,613,85,6,6,5,38,5,38,36,,,
4,other_0004.png,tloz5_1e.png,101,1141,6,6,71,6,71,6,36,,,
7,other_0007.png,tloz5_1e.png,48,21,16,1,1,3,1,3,16,,,
7,other_0007.png,tloz5_1e.png,48,37,16,1,2,3,2,3,16,,,
7,other_0007.png,tloz5_1e.png,48,53,16,1,3,3,3,3,16,,,
7,other_0007.png,tloz5_1e.png,48,85,16,1,5,3,5,3,16,,,
7,other_0007.png,tloz5_1e.png,48,101,16,1,6,3,6,3,16,,,
7,other_0007.png,tloz5_1e.png,176,101,16,1,6,11,6,11,16,,,
7,other_0007.png,tloz5_1e.png,48,117,16,1,7,3,7,3,16,,,
7,other_0007.png,tloz5_1e.png,176,117,16,1,7,11,7,11,16,,,
7,other_0007.png,tloz5_1e.png,48,133,16,1,8,3,8,3,16,,,
7,other_0007.png,tloz5_1e.png,176,133,16,1,8,11,8,11,16,,,
12,other_0012.png,tloz5_1e.png,129,403,13,13,25,8,25,8,169,,,
13,other_0013.png,tloz5_1e.png,123,263,10,10,16,7,17,8,100,,,
14,other_0014.png,tloz5_1e.png,48,109,16,5,6,3,7,3,80,,,
14,other_0014.png,tloz5_1e.png,48,125,16,5,7,3,8,3,80,,,
14,other_0014.png,tloz5_1e.png,176,125,16,5,7,11,8,11,80,,,
15,other_0015.png,tloz5_1e.png,48,119,16,3,7,3,7,3,48,,,
15,other_0015.png,tloz5_1e.png,176,119,16,3,7,11,7,11,48,,,
15,other_0015.png,tloz5_1e.png,48,135,16,3,8,3,8,3,48,,,
15,other_0015.png,tloz5_1e.png,176,135,16,3,8,11,8,11,48,,,
20,other_0020.png,tloz5_1e.png,644,801,8,16,50,40,51,40,128,,item,0.5
25,other_0025.png,tloz5_1e.png,644,273,8,16,17,40,18,40,128,,,
25,other_0025.png,tloz5_1e.png,900,449,8,16,28,56,29,56,128,,,
25,other_0025.png,tloz5_1e.png,900,801,8,16,50,56,51,56,128,,,
25,other_0025.png,tloz5_1e.png,388,977,8,16,61,24,62,24,128,,,
25,other_0025.png,tloz5_1e.png,900,1329,8,16,83,56,84,56,128,,,
31,other_0031.png,tloz5_1e.png,624,259,16,8,16,39,16,39,128,,enemy,0.3
31,other_0031.png,tloz5_1e.png,657,273,16,8,17,41,17,42,128,,enemy,0.3
31,other_0031.png,tloz5_1e.png,609,274,16,8,17,38,17,39,128,,enemy,0.3
31,other_0031.png,tloz5_1e.png,560,289,16,8,18,35,18,35,128,,enemy,0.3
31,other_0031.png,tloz5_1e.png,593,307,16,8,19,37,19,38,128,,enemy,0.3
31,other_0031.png,tloz5_1e.png,672,306,16,8,19,42,19,42,128,,enemy,0.3
31,other_0031.png,tloz5_1e.png,920,412,16,8,25,57,26,58,128,,enemy,0.3
31,other_0031.png,tloz5_1e.png,949,471,16,8,29,59,29,60,128,,enemy,0.3
33,other_0033.png,tloz5_1e.png,898,627,11,12,39,56,39,56,132,,item,0.5
45,other_0045.png,tloz5_1e.png,900,977,8,16,61,56,62,56,128,,,
48,other_0048.png,tloz5_1e.png,644,929,8,14,58,40,58,40,112,,,
81,other_0081.png,tloz5_1e.png,849,626,15,16,39,53,40,53,240,,enemy,0.35
85,other_0085.png,tloz5_1e.png,675,382,16,16,23,42,24,43,256,,enemy,0.35
85,other_0085.png,tloz5_1e.png,871,414,16,16,25,54,26,55,256,,enemy,0.35
85,other_0085.png,tloz5_1e.png,832,424,16,16,26,52,27,52,256,,enemy,0.35
85,other_0085.png,tloz5_1e.png,624,442,16,16,27,39,28,39,256,,enemy,0.35
85,other_0085.png,tloz5_1e.png,675,478,16,16,29,42,30,43,256,,enemy,0.35
85,other_0085.png,tloz5_1e.png,71,590,16,16,36,4,37,5,256,,enemy,0.35
85,other_0085.png,tloz5_1e.png,48,629,16,16,39,3,40,3,256,,enemy,0.35
85,other_0085.png,tloz5_1e.png,183,638,16,16,39,11,40,12,256,,enemy,0.35
85,other_0085.png,tloz5_1e.png,839,734,16,16,45,52,46,53,256,,enemy,0.35
85,other_0085.png,tloz5_1e.png,864,757,16,16,47,54,48,54,256,,enemy,0.35
85,other_0085.png,tloz5_1e.png,856,798,16,16,49,53,50,54,256,,enemy,0.35
85,other_0085.png,tloz5_1e.png,652,1086,16,16,67,40,68,41,256,,enemy,0.35
85,other_0085.png,tloz5_1e.png,350,1102,16,16,68,21,69,22,256,,enemy,0.35
85,other_0085.png,tloz5_1e.png,383,1102,16,16,68,23,69,24,256,,enemy,0.35
85,other_0085.png,tloz5_1e.png,718,1102,16,16,68,44,69,45,256,,enemy,0.35
85,other_0085.png,tloz5_1e.png,353,1134,16,16,70,22,71,23,256,,enemy,0.35
85,other_0085.png,tloz5_1e.png,304,1163,16,16,72,19,73,19,256,,enemy,0.35
86,other_0086.png,tloz5_1e.png,644,100,7,7,6,40,6,40,49,,,
86,other_0086.png,tloz5_1e.png,132,1156,7,7,72,8,72,8,49,,,
89,other_0089.png,tloz5_1e.png,620,414,16,16,25,38,26,39,256,,enemy,0.35
89,other_0089.png,tloz5_1e.png,592,441,16,16,27,37,28,37,256,,enemy,0.35
89,other_0089.png,tloz5_1e.png,88,622,16,16,38,5,39,6,256,,enemy,0.35
89,other_0089.png,tloz5_1e.png,144,629,16,16,39,9,40,9,256,,enemy,0.35
89,other_0089.png,tloz5_1e.png,80,646,16,16,40,5,41,5,256,,enemy,0.35
89,other_0089.png,tloz5_1e.png,921,734,16,16,45,57,46,58,256,,enemy,0.35
89,other_0089.png,tloz5_1e.png,904,766,16,16,47,56,48,57,256,,enemy,0.35
116,other_0116.png,tloz5_1e.png,881,578,15,16,36,55,37,55,240,,enemy,0.35
187,other_0187.png,tloz5_1e.png,376,331,5,4,20,23,20,23,20,,,
187,other_0187.png,tloz5_1e.png,888,1211,5,4,75,55,75,55,20,,,
188,other_0188.png,tloz5_1e.png,387,331,5,5,20,24,20,24,25,,,
188,other_0188.png,tloz5_1e.png,899,1211,5,5,75,56,75,56,25,,,
189,other_0189.png,tloz5_1e.png,376,368,5,5,23,23,23,23,25,,,
189,other_0189.png,tloz5_1e.png,888,1248,5,5,78,55,78,55,25,,,
190,other_0190.png,tloz5_1e.png,387,369,5,4,23,24,23,24,20,,,
190,other_0190.png,tloz5_1e.png,899,1249,5,4,78,56,78,56,20,,,
191,other_0191.png,tloz5_1e.png,372,95,16,15,5,23,6,24,240,,enemy,0.35
193,other_0193.png,tloz5_1e.png,342,62,16,16,3,21,4,22,256,,enemy,0.35
193,other_0193.png,tloz5_1e.png,341,94,16,16,5,21,6,22,256,,enemy,0.35
195,other_0195.png,tloz5_1e.png,368,57,15,16,3,23,4,23,240,,enemy,0.35
195,other_0195.png,tloz5_1e.png,80,1103,15,16,68,5,69,5,240,,enemy,0.35
199,other_0199.png,tloz5_1e.png,969,415,16,15,25,60,26,61,240,,enemy,0.35
199,other_0199.png,tloz5_1e.png,938,1295,16,15,80,58,81,59,240,,enemy,0.35
199,other_0199.png,tloz5_1e.png,967,1311,16,15,81,60,82,61,240,,enemy,0.35
199,other_0199.png,tloz5_1e.png,918,1315,16,15,82,57,83,58,240,,enemy,0.35
199,other_0199.png,tloz5_1e.png,960,1334,16,15,83,60,84,60,240,,enemy,0.35
200,other_0200.png,tloz5_1e.png,146,1087,16,15,67,9,68,10,240,,enemy,0.35
200,other_0200.png,tloz5_1e.png,65,1151,16,15,71,4,72,5,240,,enemy,0.35
205,other_0205.png,tloz5_1e.png,59,405,8,10,25,3,25,4,80,,,
205,other_0205.png,tloz5_1e.png,87,476,8,10,29,5,30,5,80,,,
209,other_0209.png,tloz5_1e.png,928,992,16,16,62,58,62,58,256,,enemy,0.35
215,other_0215.png,tloz5_1e.png,369,933,14,14,58,23,59,23,196,,enemy,0.35
215,other_0215.png,tloz5_1e.png,849,939,14,14,58,53,59,53,196,,enemy,0.35
215,other_0215.png,tloz5_1e.png,348,944,14,14,59,21,59,22,196,,enemy,0.35
215,other_0215.png,tloz5_1e.png,289,949,14,14,59,18,60,18,196,,enemy,0.35
215,other_0215.png,tloz5_1e.png,337,964,14,14,60,21,61,21,196,,enemy,0.35
217,other_0217.png,tloz5_1e.png,304,53,15,16,3,19,4,19,240,,enemy,0.35
217,other_0217.png,tloz5_1e.png,48,1118,15,16,69,3,70,3,240,,enemy,0.35
218,other_0218.png,tloz5_1e.png,305,104,15,16,6,19,7,19,240,,enemy,0.35
218,other_0218.png,tloz5_1e.png,33,1166,15,16,72,2,73,2,240,,enemy,0.35
221,other_0221.png,tloz5_1e.png,416,379,16,16,23,26,24,26,256,,enemy,0.35
221,other_0221.png,tloz5_1e.png,334,411,16,16,25,20,26,21,256,,enemy,0.35
